,STFIPS,CTFIPS,COUNTY,ST,STATE
1,1,1,Autauga,AL,Alabama
2,1,3,Baldwin,AL,Alabama
3,1,5,Barbour,AL,Alabama
4,1,7,Bibb,AL,Alabama
5,1,9,Blount,AL,Alabama
6,1,11,Bullock,AL,Alabama
7,1,13,Butler,AL,Alabama
8,1,15,Calhoun,AL,Alabama
9,1,17,Chambers,AL,Alabama
10,1,19,Cherokee,AL,Alabama
11,1,21,Chilton,AL,Alabama
12,1,23,Choctaw,AL,Alabama
13,1,25,Clarke,AL,Alabama
14,1,27,Clay,AL,Alabama
15,1,29,Cleburne,AL,Alabama
16,1,31,Coffee,AL,Alabama
17,1,33,Colbert,AL,Alabama
18,1,35,Conecuh,AL,Alabama
19,1,37,Coosa,AL,Alabama
20,1,39,Covington,AL,Alabama
21,1,41,Crenshaw,AL,Alabama
22,1,43,Cullman,AL,Alabama
23,1,45,Dale,AL,Alabama
24,1,47,Dallas,AL,Alabama
25,1,49,DeKalb,AL,Alabama
26,1,51,Elmore,AL,Alabama
27,1,53,Escambia,AL,Alabama
28,1,55,Etowah,AL,Alabama
29,1,57,Fayette,AL,Alabama
30,1,59,Franklin,AL,Alabama
31,1,61,Geneva,AL,Alabama
32,1,63,Greene,AL,Alabama
33,1,65,Hale,AL,Alabama
34,1,67,Henry,AL,Alabama
35,1,69,Houston,AL,Alabama
36,1,71,Jackson,AL,Alabama
37,1,73,Jefferson,AL,Alabama
38,1,75,Lamar,AL,Alabama
39,1,77,Lauderdale,AL,Alabama
40,1,79,Lawrence,AL,Alabama
41,1,81,Lee,AL,Alabama
42,1,83,Limestone,AL,Alabama
43,1,85,Lowndes,AL,Alabama
44,1,87,Macon,AL,Alabama
45,1,89,Madison,AL,Alabama
46,1,91,Marengo,AL,Alabama
47,1,93,Marion,AL,Alabama
48,1,95,Marshall,AL,Alabama
49,1,97,Mobile,AL,Alabama
50,1,99,Monroe,AL,Alabama
51,1,101,Montgomery,AL,Alabama
52,1,103,Morgan,AL,Alabama
53,1,105,Perry,AL,Alabama
54,1,107,Pickens,AL,Alabama
55,1,109,Pike,AL,Alabama
56,1,111,Randolph,AL,Alabama
57,1,113,Russell,AL,Alabama
58,1,115,St. Clair,AL,Alabama
59,1,117,Shelby,AL,Alabama
60,1,119,Sumter,AL,Alabama
61,1,121,Talladega,AL,Alabama
62,1,123,Tallapoosa,AL,Alabama
63,1,125,Tuscaloosa,AL,Alabama
64,1,127,Walker,AL,Alabama
65,1,129,Washington,AL,Alabama
66,1,131,Wilcox,AL,Alabama
67,1,133,Winston,AL,Alabama
68,2,13,Aleutians East,AK,Alaska
69,2,16,Aleutians West,AK,Alaska
70,2,20,Anchorage,AK,Alaska
71,2,50,Bethel,AK,Alaska
72,2,60,Bristol Bay,AK,Alaska
73,2,68,Denali,AK,Alaska
74,2,70,Dillingham,AK,Alaska
75,2,90,Fairbanks North Star,AK,Alaska
76,2,100,Haines,AK,Alaska
77,2,110,Juneau,AK,Alaska
78,2,122,Kenai Peninsula,AK,Alaska
79,2,130,Ketchikan Gateway,AK,Alaska
80,2,150,Kodiak Island,AK,Alaska
81,2,164,Lake and Peninsula,AK,Alaska
82,2,170,Matanuska-Susitna,AK,Alaska
83,2,180,Nome,AK,Alaska
84,2,185,North Slope,AK,Alaska
85,2,188,Northwest Arctic,AK,Alaska
86,2,201,Prince of Wales-Outer Ketchikan,AK,Alaska
87,2,220,Sitka,AK,Alaska
88,2,232,Skagway-Hoonah-Angoon,AK,Alaska
89,2,240,Southeast Fairbanks,AK,Alaska
90,2,261,Valdez-Cordova,AK,Alaska
91,2,270,Wade Hampton,AK,Alaska
92,2,280,Wrangell-Petersburg,AK,Alaska
93,2,282,Yakutat,AK,Alaska
94,2,290,Yukon-Koyukuk,AK,Alaska
95,4,1,Apache,AZ,Arizona
96,4,3,Cochise,AZ,Arizona
97,4,5,Coconino,AZ,Arizona
98,4,7,Gila,AZ,Arizona
99,4,9,Graham,AZ,Arizona
100,4,11,Greenlee,AZ,Arizona
101,4,12,La Paz,AZ,Arizona
102,4,13,Maricopa,AZ,Arizona
103,4,15,Mohave,AZ,Arizona
104,4,17,Navajo,AZ,Arizona
105,4,19,Pima,AZ,Arizona
106,4,21,Pinal,AZ,Arizona
107,4,23,Santa Cruz,AZ,Arizona
108,4,25,Yavapai,AZ,Arizona
109,4,27,Yuma,AZ,Arizona
110,5,1,Arkansas,AR,Arkansas
111,5,3,Ashley,AR,Arkansas
112,5,5,Baxter,AR,Arkansas
113,5,7,Benton,AR,Arkansas
114,5,9,Boone,AR,Arkansas
115,5,11,Bradley,AR,Arkansas
116,5,13,Calhoun,AR,Arkansas
117,5,15,Carroll,AR,Arkansas
118,5,17,Chicot,AR,Arkansas
119,5,19,Clark,AR,Arkansas
120,5,21,Clay,AR,Arkansas
121,5,23,Cleburne,AR,Arkansas
122,5,25,Cleveland,AR,Arkansas
123,5,27,Columbia,AR,Arkansas
124,5,29,Conway,AR,Arkansas
125,5,31,Craighead,AR,Arkansas
126,5,33,Crawford,AR,Arkansas
127,5,35,Crittenden,AR,Arkansas
128,5,37,Cross,AR,Arkansas
129,5,39,Dallas,AR,Arkansas
130,5,41,Desha,AR,Arkansas
131,5,43,Drew,AR,Arkansas
132,5,45,Faulkner,AR,Arkansas
133,5,47,Franklin,AR,Arkansas
134,5,49,Fulton,AR,Arkansas
135,5,51,Garland,AR,Arkansas
136,5,53,Grant,AR,Arkansas
137,5,55,Greene,AR,Arkansas
138,5,57,Hempstead,AR,Arkansas
139,5,59,Hot Spring,AR,Arkansas
140,5,61,Howard,AR,Arkansas
141,5,63,Independence,AR,Arkansas
142,5,65,Izard,AR,Arkansas
143,5,67,Jackson,AR,Arkansas
144,5,69,Jefferson,AR,Arkansas
145,5,71,Johnson,AR,Arkansas
146,5,73,Lafayette,AR,Arkansas
147,5,75,Lawrence,AR,Arkansas
148,5,77,Lee,AR,Arkansas
149,5,79,Lincoln,AR,Arkansas
150,5,81,Little River,AR,Arkansas
151,5,83,Logan,AR,Arkansas
152,5,85,Lonoke,AR,Arkansas
153,5,87,Madison,AR,Arkansas
154,5,89,Marion,AR,Arkansas
155,5,91,Miller,AR,Arkansas
156,5,93,Mississippi,AR,Arkansas
157,5,95,Monroe,AR,Arkansas
158,5,97,Montgomery,AR,Arkansas
159,5,99,Nevada,AR,Arkansas
160,5,101,Newton,AR,Arkansas
161,5,103,Ouachita,AR,Arkansas
162,5,105,Perry,AR,Arkansas
163,5,107,Phillips,AR,Arkansas
164,5,109,Pike,AR,Arkansas
165,5,111,Poinsett,AR,Arkansas
166,5,113,Polk,AR,Arkansas
167,5,115,Pope,AR,Arkansas
168,5,117,Prairie,AR,Arkansas
169,5,119,Pulaski,AR,Arkansas
170,5,121,Randolph,AR,Arkansas
171,5,123,St. Francis,AR,Arkansas
172,5,125,Saline,AR,Arkansas
173,5,127,Scott,AR,Arkansas
174,5,129,Searcy,AR,Arkansas
175,5,131,Sebastian,AR,Arkansas
176,5,133,Sevier,AR,Arkansas
177,5,135,Sharp,AR,Arkansas
178,5,137,Stone,AR,Arkansas
179,5,139,Union,AR,Arkansas
180,5,141,Van Buren,AR,Arkansas
181,5,143,Washington,AR,Arkansas
182,5,145,White,AR,Arkansas
183,5,147,Woodruff,AR,Arkansas
184,5,149,Yell,AR,Arkansas
185,6,1,Alameda,CA,California
186,6,3,Alpine,CA,California
187,6,5,Amador,CA,California
188,6,7,Butte,CA,California
189,6,9,Calaveras,CA,California
190,6,11,Colusa,CA,California
191,6,13,Contra Costa,CA,California
192,6,15,Del Norte,CA,California
193,6,17,El Dorado,CA,California
194,6,19,Fresno,CA,California
195,6,21,Glenn,CA,California
196,6,23,Humboldt,CA,California
197,6,25,Imperial,CA,California
198,6,27,Inyo,CA,California
199,6,29,Kern,CA,California
200,6,31,Kings,CA,California
201,6,33,Lake,CA,California
202,6,35,Lassen,CA,California
203,6,37,Los Angeles,CA,California
204,6,39,Madera,CA,California
205,6,41,Marin,CA,California
206,6,43,Mariposa,CA,California
207,6,45,Mendocino,CA,California
208,6,47,Merced,CA,California
209,6,49,Modoc,CA,California
210,6,51,Mono,CA,California
211,6,53,Monterey,CA,California
212,6,55,Napa,CA,California
213,6,57,Nevada,CA,California
214,6,59,Orange,CA,California
215,6,61,Placer,CA,California
216,6,63,Plumas,CA,California
217,6,65,Riverside,CA,California
218,6,67,Sacramento,CA,California
219,6,69,San Benito,CA,California
220,6,71,San Bernardino,CA,California
221,6,73,San Diego,CA,California
222,6,75,San Francisco,CA,California
223,6,77,San Joaquin,CA,California
224,6,79,San Luis Obispo,CA,California
225,6,81,San Mateo,CA,California
226,6,83,Santa Barbara,CA,California
227,6,85,Santa Clara,CA,California
228,6,87,Santa Cruz,CA,California
229,6,89,Shasta,CA,California
230,6,91,Sierra,CA,California
231,6,93,Siskiyou,CA,California
232,6,95,Solano,CA,California
233,6,97,Sonoma,CA,California
234,6,99,Stanislaus,CA,California
235,6,101,Sutter,CA,California
236,6,103,Tehama,CA,California
237,6,105,Trinity,CA,California
238,6,107,Tulare,CA,California
239,6,109,Tuolumne,CA,California
240,6,111,Ventura,CA,California
241,6,113,Yolo,CA,California
242,6,115,Yuba,CA,California
243,8,1,Adams,CO,Colorado
244,8,3,Alamosa,CO,Colorado
245,8,5,Arapahoe,CO,Colorado
246,8,7,Archuleta,CO,Colorado
247,8,9,Baca,CO,Colorado
248,8,11,Bent,CO,Colorado
249,8,13,Boulder,CO,Colorado
250,8,14,Broomfield,CO,Colorado
251,8,15,Chaffee,CO,Colorado
252,8,17,Cheyenne,CO,Colorado
253,8,19,Clear Creek,CO,Colorado
254,8,21,Conejos,CO,Colorado
255,8,23,Costilla,CO,Colorado
256,8,25,Crowley,CO,Colorado
257,8,27,Custer,CO,Colorado
258,8,29,Delta,CO,Colorado
259,8,31,Denver,CO,Colorado
260,8,33,Dolores,CO,Colorado
261,8,35,Douglas,CO,Colorado
262,8,37,Eagle,CO,Colorado
263,8,39,Elbert,CO,Colorado
264,8,41,El Paso,CO,Colorado
265,8,43,Fremont,CO,Colorado
266,8,45,Garfield,CO,Colorado
267,8,47,Gilpin,CO,Colorado
268,8,49,Grand,CO,Colorado
269,8,51,Gunnison,CO,Colorado
270,8,53,Hinsdale,CO,Colorado
271,8,55,Huerfano,CO,Colorado
272,8,57,Jackson,CO,Colorado
273,8,59,Jefferson,CO,Colorado
274,8,61,Kiowa,CO,Colorado
275,8,63,Kit Carson,CO,Colorado
276,8,65,Lake,CO,Colorado
277,8,67,La Plata,CO,Colorado
278,8,69,Larimer,CO,Colorado
279,8,71,Las Animas,CO,Colorado
280,8,73,Lincoln,CO,Colorado
281,8,75,Logan,CO,Colorado
282,8,77,Mesa,CO,Colorado
283,8,79,Mineral,CO,Colorado
284,8,81,Moffat,CO,Colorado
285,8,83,Montezuma,CO,Colorado
286,8,85,Montrose,CO,Colorado
287,8,87,Morgan,CO,Colorado
288,8,89,Otero,CO,Colorado
289,8,91,Ouray,CO,Colorado
290,8,93,Park,CO,Colorado
291,8,95,Phillips,CO,Colorado
292,8,97,Pitkin,CO,Colorado
293,8,99,Prowers,CO,Colorado
294,8,101,Pueblo,CO,Colorado
295,8,103,Rio Blanco,CO,Colorado
296,8,105,Rio Grande,CO,Colorado
297,8,107,Routt,CO,Colorado
298,8,109,Saguache,CO,Colorado
299,8,111,San Juan,CO,Colorado
300,8,113,San Miguel,CO,Colorado
301,8,115,Sedgwick,CO,Colorado
302,8,117,Summit,CO,Colorado
303,8,119,Teller,CO,Colorado
304,8,121,Washington,CO,Colorado
305,8,123,Weld,CO,Colorado
306,8,125,Yuma,CO,Colorado
307,9,1,Fairfield,CT,Connecticut
308,9,3,Hartford,CT,Connecticut
309,9,5,Litchfield,CT,Connecticut
310,9,7,Middlesex,CT,Connecticut
311,9,9,New Haven,CT,Connecticut
312,9,11,New London,CT,Connecticut
313,9,13,Tolland,CT,Connecticut
314,9,15,Windham,CT,Connecticut
315,10,1,Kent,DE,Delaware
316,10,3,New Castle,DE,Delaware
317,10,5,Sussex,DE,Delaware
318,11,1,District of Columbia,DC,NA
319,12,1,Alachua,FL,Florida
320,12,3,Baker,FL,Florida
321,12,5,Bay,FL,Florida
322,12,7,Bradford,FL,Florida
323,12,9,Brevard,FL,Florida
324,12,11,Broward,FL,Florida
325,12,13,Calhoun,FL,Florida
326,12,15,Charlotte,FL,Florida
327,12,17,Citrus,FL,Florida
328,12,19,Clay,FL,Florida
329,12,21,Collier,FL,Florida
330,12,23,Columbia,FL,Florida
331,12,27,DeSoto,FL,Florida
332,12,29,Dixie,FL,Florida
333,12,31,Duval,FL,Florida
334,12,33,Escambia,FL,Florida
335,12,35,Flagler,FL,Florida
336,12,37,Franklin,FL,Florida
337,12,39,Gadsden,FL,Florida
338,12,41,Gilchrist,FL,Florida
339,12,43,Glades,FL,Florida
340,12,45,Gulf,FL,Florida
341,12,47,Hamilton,FL,Florida
342,12,49,Hardee,FL,Florida
343,12,51,Hendry,FL,Florida
344,12,53,Hernando,FL,Florida
345,12,55,Highlands,FL,Florida
346,12,57,Hillsborough,FL,Florida
347,12,59,Holmes,FL,Florida
348,12,61,Indian River,FL,Florida
349,12,63,Jackson,FL,Florida
350,12,65,Jefferson,FL,Florida
351,12,67,Lafayette,FL,Florida
352,12,69,Lake,FL,Florida
353,12,71,Lee,FL,Florida
354,12,73,Leon,FL,Florida
355,12,75,Levy,FL,Florida
356,12,77,Liberty,FL,Florida
357,12,79,Madison,FL,Florida
358,12,81,Manatee,FL,Florida
359,12,83,Marion,FL,Florida
360,12,85,Martin,FL,Florida
361,12,86,Miami-Dade,FL,Florida
362,12,87,Monroe,FL,Florida
363,12,89,Nassau,FL,Florida
364,12,91,Okaloosa,FL,Florida
365,12,93,Okeechobee,FL,Florida
366,12,95,Orange,FL,Florida
367,12,97,Osceola,FL,Florida
368,12,99,Palm Beach,FL,Florida
369,12,101,Pasco,FL,Florida
370,12,103,Pinellas,FL,Florida
371,12,105,Polk,FL,Florida
372,12,107,Putnam,FL,Florida
373,12,109,St. Johns,FL,Florida
374,12,111,St. Lucie,FL,Florida
375,12,113,Santa Rosa,FL,Florida
376,12,115,Sarasota,FL,Florida
377,12,117,Seminole,FL,Florida
378,12,119,Sumter,FL,Florida
379,12,121,Suwannee,FL,Florida
380,12,123,Taylor,FL,Florida
381,12,125,Union,FL,Florida
382,12,127,Volusia,FL,Florida
383,12,129,Wakulla,FL,Florida
384,12,131,Walton,FL,Florida
385,12,133,Washington,FL,Florida
386,13,1,Appling,GA,Georgia
387,13,3,Atkinson,GA,Georgia
388,13,5,Bacon,GA,Georgia
389,13,7,Baker,GA,Georgia
390,13,9,Baldwin,GA,Georgia
391,13,11,Banks,GA,Georgia
392,13,13,Barrow,GA,Georgia
393,13,15,Bartow,GA,Georgia
394,13,17,Ben Hill,GA,Georgia
395,13,19,Berrien,GA,Georgia
396,13,21,Bibb,GA,Georgia
397,13,23,Bleckley,GA,Georgia
398,13,25,Brantley,GA,Georgia
399,13,27,Brooks,GA,Georgia
400,13,29,Bryan,GA,Georgia
401,13,31,Bulloch,GA,Georgia
402,13,33,Burke,GA,Georgia
403,13,35,Butts,GA,Georgia
404,13,37,Calhoun,GA,Georgia
405,13,39,Camden,GA,Georgia
406,13,43,Candler,GA,Georgia
407,13,45,Carroll,GA,Georgia
408,13,47,Catoosa,GA,Georgia
409,13,49,Charlton,GA,Georgia
410,13,51,Chatham,GA,Georgia
411,13,53,Chattahoochee,GA,Georgia
412,13,55,Chattooga,GA,Georgia
413,13,57,Cherokee,GA,Georgia
414,13,59,Clarke,GA,Georgia
415,13,61,Clay,GA,Georgia
416,13,63,Clayton,GA,Georgia
417,13,65,Clinch,GA,Georgia
418,13,67,Cobb,GA,Georgia
419,13,69,Coffee,GA,Georgia
420,13,71,Colquitt,GA,Georgia
421,13,73,Columbia,GA,Georgia
422,13,75,Cook,GA,Georgia
423,13,77,Coweta,GA,Georgia
424,13,79,Crawford,GA,Georgia
425,13,81,Crisp,GA,Georgia
426,13,83,Dade,GA,Georgia
427,13,85,Dawson,GA,Georgia
428,13,87,Decatur,GA,Georgia
429,13,89,DeKalb,GA,Georgia
430,13,91,Dodge,GA,Georgia
431,13,93,Dooly,GA,Georgia
432,13,95,Dougherty,GA,Georgia
433,13,97,Douglas,GA,Georgia
434,13,99,Early,GA,Georgia
435,13,101,Echols,GA,Georgia
436,13,103,Effingham,GA,Georgia
437,13,105,Elbert,GA,Georgia
438,13,107,Emanuel,GA,Georgia
439,13,109,Evans,GA,Georgia
440,13,111,Fannin,GA,Georgia
441,13,113,Fayette,GA,Georgia
442,13,115,Floyd,GA,Georgia
443,13,117,Forsyth,GA,Georgia
444,13,119,Franklin,GA,Georgia
445,13,121,Fulton,GA,Georgia
446,13,123,Gilmer,GA,Georgia
447,13,125,Glascock,GA,Georgia
448,13,127,Glynn,GA,Georgia
449,13,129,Gordon,GA,Georgia
450,13,131,Grady,GA,Georgia
451,13,133,Greene,GA,Georgia
452,13,135,Gwinnett,GA,Georgia
453,13,137,Habersham,GA,Georgia
454,13,139,Hall,GA,Georgia
455,13,141,Hancock,GA,Georgia
456,13,143,Haralson,GA,Georgia
457,13,145,Harris,GA,Georgia
458,13,147,Hart,GA,Georgia
459,13,149,Heard,GA,Georgia
460,13,151,Henry,GA,Georgia
461,13,153,Houston,GA,Georgia
462,13,155,Irwin,GA,Georgia
463,13,157,Jackson,GA,Georgia
464,13,159,Jasper,GA,Georgia
465,13,161,Jeff Davis,GA,Georgia
466,13,163,Jefferson,GA,Georgia
467,13,165,Jenkins,GA,Georgia
468,13,167,Johnson,GA,Georgia
469,13,169,Jones,GA,Georgia
470,13,171,Lamar,GA,Georgia
471,13,173,Lanier,GA,Georgia
472,13,175,Laurens,GA,Georgia
473,13,177,Lee,GA,Georgia
474,13,179,Liberty,GA,Georgia
475,13,181,Lincoln,GA,Georgia
476,13,183,Long,GA,Georgia
477,13,185,Lowndes,GA,Georgia
478,13,187,Lumpkin,GA,Georgia
479,13,189,McDuffie,GA,Georgia
480,13,191,McIntosh,GA,Georgia
481,13,193,Macon,GA,Georgia
482,13,195,Madison,GA,Georgia
483,13,197,Marion,GA,Georgia
484,13,199,Meriwether,GA,Georgia
485,13,201,Miller,GA,Georgia
486,13,205,Mitchell,GA,Georgia
487,13,207,Monroe,GA,Georgia
488,13,209,Montgomery,GA,Georgia
489,13,211,Morgan,GA,Georgia
490,13,213,Murray,GA,Georgia
491,13,215,Muscogee,GA,Georgia
492,13,217,Newton,GA,Georgia
493,13,219,Oconee,GA,Georgia
494,13,221,Oglethorpe,GA,Georgia
495,13,223,Paulding,GA,Georgia
496,13,225,Peach,GA,Georgia
497,13,227,Pickens,GA,Georgia
498,13,229,Pierce,GA,Georgia
499,13,231,Pike,GA,Georgia
500,13,233,Polk,GA,Georgia
501,13,235,Pulaski,GA,Georgia
502,13,237,Putnam,GA,Georgia
503,13,239,Quitman,GA,Georgia
504,13,241,Rabun,GA,Georgia
505,13,243,Randolph,GA,Georgia
506,13,245,Richmond,GA,Georgia
507,13,247,Rockdale,GA,Georgia
508,13,249,Schley,GA,Georgia
509,13,251,Screven,GA,Georgia
510,13,253,Seminole,GA,Georgia
511,13,255,Spalding,GA,Georgia
512,13,257,Stephens,GA,Georgia
513,13,259,Stewart,GA,Georgia
514,13,261,Sumter,GA,Georgia
515,13,263,Talbot,GA,Georgia
516,13,265,Taliaferro,GA,Georgia
517,13,267,Tattnall,GA,Georgia
518,13,269,Taylor,GA,Georgia
519,13,271,Telfair,GA,Georgia
520,13,273,Terrell,GA,Georgia
521,13,275,Thomas,GA,Georgia
522,13,277,Tift,GA,Georgia
523,13,279,Toombs,GA,Georgia
524,13,281,Towns,GA,Georgia
525,13,283,Treutlen,GA,Georgia
526,13,285,Troup,GA,Georgia
527,13,287,Turner,GA,Georgia
528,13,289,Twiggs,GA,Georgia
529,13,291,Union,GA,Georgia
530,13,293,Upson,GA,Georgia
531,13,295,Walker,GA,Georgia
532,13,297,Walton,GA,Georgia
533,13,299,Ware,GA,Georgia
534,13,301,Warren,GA,Georgia
535,13,303,Washington,GA,Georgia
536,13,305,Wayne,GA,Georgia
537,13,307,Webster,GA,Georgia
538,13,309,Wheeler,GA,Georgia
539,13,311,White,GA,Georgia
540,13,313,Whitfield,GA,Georgia
541,13,315,Wilcox,GA,Georgia
542,13,317,Wilkes,GA,Georgia
543,13,319,Wilkinson,GA,Georgia
544,13,321,Worth,GA,Georgia
545,15,1,Hawaii,HI,Hawaii
546,15,3,Honolulu,HI,Hawaii
547,15,5,Kalawao,HI,Hawaii
548,15,7,Kauai,HI,Hawaii
549,15,9,Maui,HI,Hawaii
550,16,1,Ada,ID,Idaho
551,16,3,Adams,ID,Idaho
552,16,5,Bannock,ID,Idaho
553,16,7,Bear Lake,ID,Idaho
554,16,9,Benewah,ID,Idaho
555,16,11,Bingham,ID,Idaho
556,16,13,Blaine,ID,Idaho
557,16,15,Boise,ID,Idaho
558,16,17,Bonner,ID,Idaho
559,16,19,Bonneville,ID,Idaho
560,16,21,Boundary,ID,Idaho
561,16,23,Butte,ID,Idaho
562,16,25,Camas,ID,Idaho
563,16,27,Canyon,ID,Idaho
564,16,29,Caribou,ID,Idaho
565,16,31,Cassia,ID,Idaho
566,16,33,Clark,ID,Idaho
567,16,35,Clearwater,ID,Idaho
568,16,37,Custer,ID,Idaho
569,16,39,Elmore,ID,Idaho
570,16,41,Franklin,ID,Idaho
571,16,43,Fremont,ID,Idaho
572,16,45,Gem,ID,Idaho
573,16,47,Gooding,ID,Idaho
574,16,49,Idaho,ID,Idaho
575,16,51,Jefferson,ID,Idaho
576,16,53,Jerome,ID,Idaho
577,16,55,Kootenai,ID,Idaho
578,16,57,Latah,ID,Idaho
579,16,59,Lemhi,ID,Idaho
580,16,61,Lewis,ID,Idaho
581,16,63,Lincoln,ID,Idaho
582,16,65,Madison,ID,Idaho
583,16,67,Minidoka,ID,Idaho
584,16,69,Nez Perce,ID,Idaho
585,16,71,Oneida,ID,Idaho
586,16,73,Owyhee,ID,Idaho
587,16,75,Payette,ID,Idaho
588,16,77,Power,ID,Idaho
589,16,79,Shoshone,ID,Idaho
590,16,81,Teton,ID,Idaho
591,16,83,Twin Falls,ID,Idaho
592,16,85,Valley,ID,Idaho
593,16,87,Washington,ID,Idaho
594,17,1,Adams,IL,Illinois
595,17,3,Alexander,IL,Illinois
596,17,5,Bond,IL,Illinois
597,17,7,Boone,IL,Illinois
598,17,9,Brown,IL,Illinois
599,17,11,Bureau,IL,Illinois
600,17,13,Calhoun,IL,Illinois
601,17,15,Carroll,IL,Illinois
602,17,17,Cass,IL,Illinois
603,17,19,Champaign,IL,Illinois
604,17,21,Christian,IL,Illinois
605,17,23,Clark,IL,Illinois
606,17,25,Clay,IL,Illinois
607,17,27,Clinton,IL,Illinois
608,17,29,Coles,IL,Illinois
609,17,31,Cook,IL,Illinois
610,17,33,Crawford,IL,Illinois
611,17,35,Cumberland,IL,Illinois
612,17,37,DeKalb,IL,Illinois
613,17,39,De Witt,IL,Illinois
614,17,41,Douglas,IL,Illinois
615,17,43,DuPage,IL,Illinois
616,17,45,Edgar,IL,Illinois
617,17,47,Edwards,IL,Illinois
618,17,49,Effingham,IL,Illinois
619,17,51,Fayette,IL,Illinois
620,17,53,Ford,IL,Illinois
621,17,55,Franklin,IL,Illinois
622,17,57,Fulton,IL,Illinois
623,17,59,Gallatin,IL,Illinois
624,17,61,Greene,IL,Illinois
625,17,63,Grundy,IL,Illinois
626,17,65,Hamilton,IL,Illinois
627,17,67,Hancock,IL,Illinois
628,17,69,Hardin,IL,Illinois
629,17,71,Henderson,IL,Illinois
630,17,73,Henry,IL,Illinois
631,17,75,Iroquois,IL,Illinois
632,17,77,Jackson,IL,Illinois
633,17,79,Jasper,IL,Illinois
634,17,81,Jefferson,IL,Illinois
635,17,83,Jersey,IL,Illinois
636,17,85,Jo Daviess,IL,Illinois
637,17,87,Johnson,IL,Illinois
638,17,89,Kane,IL,Illinois
639,17,91,Kankakee,IL,Illinois
640,17,93,Kendall,IL,Illinois
641,17,95,Knox,IL,Illinois
642,17,97,Lake,IL,Illinois
643,17,99,La Salle,IL,Illinois
644,17,101,Lawrence,IL,Illinois
645,17,103,Lee,IL,Illinois
646,17,105,Livingston,IL,Illinois
647,17,107,Logan,IL,Illinois
648,17,109,McDonough,IL,Illinois
649,17,111,McHenry,IL,Illinois
650,17,113,McLean,IL,Illinois
651,17,115,Macon,IL,Illinois
652,17,117,Macoupin,IL,Illinois
653,17,119,Madison,IL,Illinois
654,17,121,Marion,IL,Illinois
655,17,123,Marshall,IL,Illinois
656,17,125,Mason,IL,Illinois
657,17,127,Massac,IL,Illinois
658,17,129,Menard,IL,Illinois
659,17,131,Mercer,IL,Illinois
660,17,133,Monroe,IL,Illinois
661,17,135,Montgomery,IL,Illinois
662,17,137,Morgan,IL,Illinois
663,17,139,Moultrie,IL,Illinois
664,17,141,Ogle,IL,Illinois
665,17,143,Peoria,IL,Illinois
666,17,145,Perry,IL,Illinois
667,17,147,Piatt,IL,Illinois
668,17,149,Pike,IL,Illinois
669,17,151,Pope,IL,Illinois
670,17,153,Pulaski,IL,Illinois
671,17,155,Putnam,IL,Illinois
672,17,157,Randolph,IL,Illinois
673,17,159,Richland,IL,Illinois
